id_compra,data,estado,cidade,vendedor,produto,sku,cor,quantidade,valor_total,lucro_total,forma_pagamento,cliente_nome,cpf,idade,comportamento
1103,2026-03-24 21:46:04.169418,BA,Salvador,Rafael,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Pix,Fernanda Oliveira,129.238.828-55,56,conservador
2559,2026-03-24 21:46:04.188423,PR,Curitiba,Bruno,Tenis Zallur Performance A7,A6-AZU,Azul,2,600,244,Boleto,Fernanda Costa,431.659.799-41,27,equilibrado
2982,2026-03-24 21:46:04.195426,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Pix,Fernanda Souza,595.956.809-86,41,conservador
293,2026-03-24 22:46:04.158430,PR,Curitiba,Bruno,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Pix,Ana Silva,953.245.319-98,41,conservador
674,2026-03-24 22:46:04.164424,RJ,Rio de Janeiro,Carlos,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Pix,Carlos Costa,810.114.581-85,65,conservador
1153,2026-03-24 22:46:04.169418,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Boleto,Fernanda Pereira,749.759.566-98,32,equilibrado
2687,2026-03-24 22:46:04.190408,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Cartão de Crédito,Julia Silva,864.740.765-57,47,conservador
2901,2026-03-24 22:46:04.193428,PE,Recife,Larissa,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Pix,Fernanda Souza,858.716.392-33,58,conservador
2990,2026-03-24 22:46:04.195426,PR,Curitiba,Juliana,Tenis Zallur Air A14,A13-BRA,Branco,3,810,291,Boleto,Fernanda Santos,404.513.421-87,20,impulsivo
41,2026-03-24 23:46:04.153423,SP,São Paulo,Amanda,Tenis Zallur Max A12,A11-PRE,Preto,2,640,234,Pix,Pedro Oliveira,193.222.889-90,24,impulsivo
1400,2026-03-25 00:46:04.172408,SP,São Paulo,Amanda,Tenis Zallur Max A12,A11-VER,Vermelho,1,320,114,Pix,Julia Costa,743.313.359-92,58,conservador
82,2026-03-25 01:46:04.154422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Zoom A15,A14-VER,Vermelho,2,460,220,Cartão de Crédito,Lucas Silva,347.662.125-25,39,equilibrado
1389,2026-03-25 01:46:04.171411,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Boleto,Pedro Oliveira,650.345.158-85,58,conservador
1973,2026-03-25 01:46:04.181412,BA,Salvador,Rafael,Tenis Zallur Classic A5,A4-CIN,Cinza,1,220,93,Cartão de Crédito,Fernanda Pereira,187.676.842-33,49,conservador
479,2026-03-25 02:46:04.161419,PR,Curitiba,Juliana,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Pix,João Costa,608.168.245-40,28,equilibrado
650,2026-03-25 02:46:04.163421,RJ,Rio de Janeiro,Carlos,Tenis Zallur Zoom A15,A14-VER,Vermelho,2,460,220,Cartão de Crédito,Lucas Santos,577.401.572-37,31,equilibrado
1638,2026-03-25 02:46:04.176421,PR,Curitiba,Juliana,Tenis Zallur Running A3,A2-AZU,Azul,3,750,348,Boleto,Mariana Souza,437.513.564-69,22,impulsivo
2296,2026-03-25 02:46:04.185422,SP,São Paulo,Thales,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Cartão de Crédito,João Pereira,505.711.615-78,51,conservador
549,2026-03-25 03:46:04.162422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Pix,Ana Souza,772.897.191-29,53,conservador
2247,2026-03-25 04:46:04.184422,SP,São Paulo,Amanda,Tenis Zallur Elite A11,A10-PRE,Preto,1,350,107,Boleto,Pedro Santos,490.375.781-74,47,conservador
2621,2026-03-25 04:46:04.189408,MG,Belo Horizonte,Mariana,Tenis Zallur Pro A10,A9-VER,Vermelho,1,280,99,Boleto,Ana Souza,301.143.642-18,38,equilibrado
2973,2026-03-25 04:46:04.194423,SP,São Paulo,Amanda,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Pix,Julia Costa,514.443.746-74,31,equilibrado
196,2026-03-25 05:46:04.155423,MG,Belo Horizonte,João,Tenis Zallur Casual A1,A0-CIN,Cinza,2,300,128,Pix,Pedro Santos,932.137.372-87,21,impulsivo
861,2026-03-25 05:46:04.166420,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-AZU,Azul,2,800,352,Pix,Ana Oliveira,862.418.413-27,21,impulsivo
1359,2026-03-25 05:46:04.171411,PE,Recife,Larissa,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Pix,Ana Souza,618.232.356-20,61,conservador
2307,2026-03-25 05:46:04.185422,PE,Recife,Larissa,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,1,190,91,Pix,Ana Santos,904.964.401-75,27,equilibrado
98,2026-03-25 06:46:04.154422,RS,Porto Alegre,Lucas,Tenis Zallur Esportivo A2,A1-PRE,Preto,2,400,180,Boleto,Julia Oliveira,259.197.375-50,25,equilibrado
882,2026-03-25 06:46:04.166420,PE,Recife,Larissa,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Pix,João Costa,419.775.497-28,23,impulsivo
930,2026-03-25 06:46:04.167423,BA,Salvador,Rafael,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Cartão de Crédito,Ana Oliveira,107.554.750-57,46,conservador
2987,2026-03-25 06:46:04.195426,PR,Curitiba,Juliana,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Pix,Lucas Oliveira,495.810.497-63,21,impulsivo
765,2026-03-25 07:46:04.165422,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-VER,Vermelho,1,230,110,Pix,Fernanda Pereira,611.598.589-61,64,conservador
1436,2026-03-25 07:46:04.172408,MG,Belo Horizonte,Mariana,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Boleto,Fernanda Pereira,326.259.812-80,26,equilibrado
2720,2026-03-25 07:46:04.191416,MG,Belo Horizonte,João,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Boleto,Ana Oliveira,313.722.597-20,20,impulsivo
249,2026-03-25 08:46:04.156420,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Pix,Mariana Souza,386.920.515-42,40,conservador
1270,2026-03-25 08:46:04.170425,PE,Recife,Larissa,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Cartão de Crédito,Fernanda Souza,519.686.221-80,40,conservador
1409,2026-03-25 08:46:04.172408,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Cartão de Crédito,Pedro Santos,662.555.682-95,36,equilibrado
300,2026-03-25 09:46:04.158430,RS,Porto Alegre,Lucas,Tenis Zallur Comfort A6,A5-CIN,Cinza,2,340,130,Boleto,Carlos Souza,663.995.170-50,28,equilibrado
725,2026-03-25 09:46:04.165422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Boleto,Mariana Santos,889.536.438-98,35,equilibrado
738,2026-03-25 09:46:04.165422,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Boleto,Lucas Costa,503.878.709-79,20,impulsivo
1158,2026-03-25 09:46:04.169418,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-CIN,Cinza,2,800,320,Boleto,Pedro Oliveira,281.747.803-42,22,impulsivo
389,2026-03-25 10:46:04.160422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Street A4,A3-BRA,Branco,1,180,62,Boleto,Ana Costa,554.255.471-64,40,conservador
690,2026-03-25 10:46:04.164424,MG,Belo Horizonte,Mariana,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Cartão de Crédito,Ana Silva,858.197.920-69,55,conservador
693,2026-03-25 10:46:04.164424,RS,Porto Alegre,Patrícia,Tenis Zallur Ultra A13,A12-AZU,Azul,1,400,176,Cartão de Crédito,Ana Santos,413.244.567-54,33,equilibrado
2722,2026-03-25 10:46:04.191416,PR,Curitiba,Bruno,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Pix,Carlos Costa,922.528.394-14,49,conservador
2721,2026-03-25 10:46:04.191416,RS,Porto Alegre,Lucas,Tenis Zallur Pro A10,A9-VER,Vermelho,1,280,99,Cartão de Crédito,Carlos Costa,360.301.262-58,50,conservador
2919,2026-03-25 10:46:04.194423,BA,Salvador,Rafael,Tenis Zallur Air A14,A13-CIN,Cinza,2,540,242,Boleto,Mariana Silva,529.582.188-26,23,impulsivo
566,2026-03-25 11:46:04.162422,BA,Salvador,Rafael,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Boleto,João Santos,590.594.415-29,22,impulsivo
1587,2026-03-25 11:46:04.176421,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Flex A9,A8-PRE,Preto,2,420,156,Boleto,Mariana Oliveira,537.952.114-61,29,equilibrado
2112,2026-03-25 11:46:04.183417,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Air A14,A13-AZU,Azul,2,540,270,Cartão de Crédito,Pedro Pereira,685.828.803-12,24,impulsivo
2418,2026-03-25 11:46:04.186423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Pix,Lucas Silva,641.226.242-76,39,equilibrado
87,2026-03-25 12:46:04.154422,RS,Porto Alegre,Lucas,Tenis Zallur Esportivo A2,A1-PRE,Preto,2,400,180,Pix,João Oliveira,533.702.239-40,29,equilibrado
185,2026-03-25 12:46:04.155423,PR,Curitiba,Bruno,Tenis Zallur Air A14,A13-AZU,Azul,1,270,135,Boleto,Fernanda Oliveira,253.441.422-97,65,conservador
733,2026-03-25 12:46:04.165422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Pix,Mariana Costa,725.884.451-76,63,conservador
110,2026-03-25 13:46:04.154422,SP,São Paulo,Thales,Tenis Zallur Max A12,A11-AZU,Azul,2,640,270,Cartão de Crédito,Ana Souza,475.721.480-12,22,impulsivo
522,2026-03-25 13:46:04.162422,MG,Belo Horizonte,João,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Boleto,Ana Souza,281.922.377-36,43,conservador
898,2026-03-25 13:46:04.166420,PE,Recife,Diego,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Cartão de Crédito,Carlos Pereira,987.337.648-63,27,equilibrado
1213,2026-03-25 13:46:04.170425,RJ,Rio de Janeiro,Carlos,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Pix,Mariana Oliveira,592.977.445-62,51,conservador
1319,2026-03-25 13:46:04.171411,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Pix,João Souza,350.159.459-68,55,conservador
1626,2026-03-25 13:46:04.176421,PE,Recife,Diego,Tenis Zallur Zoom A15,A14-VER,Vermelho,3,690,330,Cartão de Crédito,Pedro Pereira,972.803.474-53,23,impulsivo
2116,2026-03-25 13:46:04.183417,RJ,Rio de Janeiro,Carlos,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Pix,Pedro Souza,753.221.839-55,61,conservador
2451,2026-03-25 13:46:04.187423,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Boleto,Carlos Costa,855.691.563-77,42,conservador
2601,2026-03-25 13:46:04.188423,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Cartão de Crédito,Julia Souza,426.592.528-35,44,conservador
2950,2026-03-25 13:46:04.194423,PE,Recife,Diego,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,João Santos,120.170.637-89,26,equilibrado
602,2026-03-25 15:46:04.163421,BA,Salvador,Camila,Tenis Zallur Classic A5,A4-PRE,Preto,2,440,142,Pix,Mariana Costa,379.698.760-11,19,impulsivo
1107,2026-03-25 15:46:04.169418,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Pix,Fernanda Santos,344.355.808-41,58,conservador
1256,2026-03-25 15:46:04.170425,BA,Salvador,Rafael,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Cartão de Crédito,Lucas Santos,628.858.186-68,27,equilibrado
1776,2026-03-25 15:46:04.178412,SP,São Paulo,Amanda,Tenis Zallur Classic A5,A4-BRA,Branco,2,440,152,Cartão de Crédito,Julia Santos,162.485.835-89,20,impulsivo
2184,2026-03-25 15:46:04.184422,PE,Recife,Diego,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Cartão de Crédito,Pedro Oliveira,916.461.284-43,30,equilibrado
2221,2026-03-25 15:46:04.184422,SP,São Paulo,Thales,Tenis Zallur Max A12,A11-PRE,Preto,3,960,351,Boleto,Ana Pereira,784.762.623-80,21,impulsivo
2379,2026-03-25 15:46:04.186423,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Pix,Fernanda Souza,205.275.529-91,26,equilibrado
2589,2026-03-25 15:46:04.188423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Flex A9,A8-AZU,Azul,2,420,160,Boleto,Carlos Pereira,463.366.344-77,26,equilibrado
732,2026-03-25 16:46:04.165422,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-PRE,Preto,2,500,160,Cartão de Crédito,Julia Pereira,788.128.330-89,28,equilibrado
1792,2026-03-25 16:46:04.179412,MG,Belo Horizonte,Mariana,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Pix,Ana Costa,602.621.826-33,57,conservador
1985,2026-03-25 16:46:04.181412,MG,Belo Horizonte,João,Tenis Zallur Comfort A6,A5-VER,Vermelho,1,170,62,Boleto,Carlos Costa,750.239.283-39,41,conservador
2072,2026-03-25 16:46:04.182411,MG,Belo Horizonte,Mariana,Tenis Zallur Ultra A13,A12-BRA,Branco,2,800,302,Pix,Julia Costa,836.974.315-27,19,impulsivo
2220,2026-03-25 16:46:04.184422,PR,Curitiba,Bruno,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Pix,Julia Oliveira,779.737.433-46,54,conservador
2527,2026-03-25 16:46:04.188423,MG,Belo Horizonte,João,Tenis Zallur Max A12,A11-VER,Vermelho,1,320,114,Pix,João Santos,888.868.867-88,57,conservador
2528,2026-03-25 16:46:04.188423,PR,Curitiba,Juliana,Tenis Zallur Casual A1,A0-PRE,Preto,2,300,132,Pix,João Souza,543.296.207-31,37,equilibrado
226,2026-03-25 17:46:04.156420,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-PRE,Preto,2,300,132,Boleto,Ana Souza,782.698.434-89,21,impulsivo
1116,2026-03-25 17:46:04.169418,RS,Porto Alegre,Lucas,Tenis Zallur Pro A10,A9-CIN,Cinza,1,280,107,Cartão de Crédito,Fernanda Costa,463.306.585-92,28,equilibrado
1491,2026-03-25 17:46:04.173425,PE,Recife,Diego,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,3,570,234,Cartão de Crédito,Ana Souza,133.365.559-68,19,impulsivo
2697,2026-03-25 18:46:04.190408,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-CIN,Cinza,2,400,178,Pix,Carlos Pereira,322.563.142-39,25,equilibrado
239,2026-03-25 19:46:04.156420,PE,Recife,Larissa,Tenis Zallur Classic A5,A4-VER,Vermelho,1,220,89,Boleto,Pedro Pereira,825.250.708-64,57,conservador
2098,2026-03-25 19:46:04.183417,SP,São Paulo,Amanda,Tenis Zallur Ultra A13,A12-VER,Vermelho,1,400,176,Cartão de Crédito,Lucas Oliveira,801.499.266-35,30,equilibrado
2336,2026-03-25 19:46:04.186423,PE,Recife,Diego,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Boleto,Carlos Pereira,889.343.381-39,36,equilibrado
2484,2026-03-25 19:46:04.187423,MG,Belo Horizonte,Mariana,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Pix,Carlos Souza,644.219.778-84,52,conservador
1726,2026-03-25 20:46:04.178412,PE,Recife,Larissa,Tenis Zallur Air A14,A13-AZU,Azul,1,270,135,Pix,Julia Costa,321.305.873-30,53,conservador
1830,2026-03-25 20:46:04.179412,PE,Recife,Larissa,Tenis Zallur Comfort A6,A5-CIN,Cinza,2,340,130,Cartão de Crédito,Lucas Costa,320.135.405-69,39,equilibrado
1841,2026-03-25 20:46:04.179412,SP,São Paulo,Amanda,Tenis Zallur Classic A5,A4-VER,Vermelho,1,220,89,Pix,Lucas Santos,452.317.662-41,46,conservador
2605,2026-03-25 20:46:04.188423,RS,Porto Alegre,Lucas,Tenis Zallur Max A12,A11-VER,Vermelho,1,320,114,Boleto,Pedro Pereira,778.596.152-18,45,conservador
2610,2026-03-25 20:46:04.189408,SP,São Paulo,Thales,Tenis Zallur Esportivo A2,A1-AZU,Azul,2,400,154,Pix,Mariana Pereira,903.483.658-29,33,equilibrado
1394,2026-03-25 21:46:04.172408,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Cartão de Crédito,Carlos Costa,298.386.101-63,24,impulsivo
1794,2026-03-25 21:46:04.179412,BA,Salvador,Rafael,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Boleto,Pedro Souza,109.156.229-19,44,conservador
2001,2026-03-25 21:46:04.181412,PE,Recife,Larissa,Tenis Zallur Running A3,A2-PRE,Preto,1,250,80,Boleto,João Oliveira,300.802.198-28,42,conservador
309,2026-03-25 22:46:04.158430,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Pix,Ana Oliveira,502.815.239-35,57,conservador
664,2026-03-25 22:46:04.164424,BA,Salvador,Camila,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Boleto,João Oliveira,227.590.991-13,51,conservador
717,2026-03-25 22:46:04.165422,RS,Porto Alegre,Patrícia,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Pix,Ana Silva,701.769.823-56,50,conservador
2667,2026-03-25 22:46:04.190408,PR,Curitiba,Bruno,Tenis Zallur Max A12,A11-CIN,Cinza,1,320,106,Cartão de Crédito,Ana Oliveira,715.635.298-38,60,conservador
2864,2026-03-25 22:46:04.193428,PE,Recife,Larissa,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Pix,Carlos Silva,705.737.785-13,39,equilibrado
1509,2026-03-25 23:46:04.174413,MG,Belo Horizonte,Mariana,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Cartão de Crédito,Lucas Pereira,518.625.582-78,62,conservador
1907,2026-03-25 23:46:04.180413,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Pix,Ana Silva,735.847.234-47,28,equilibrado
2492,2026-03-25 23:46:04.187423,BA,Salvador,Camila,Tenis Zallur Esportivo A2,A1-AZU,Azul,2,400,154,Pix,Pedro Santos,456.200.440-82,27,equilibrado
212,2026-03-26 00:46:04.156420,PR,Curitiba,Bruno,Tenis Zallur Running A3,A2-BRA,Branco,1,250,80,Boleto,Fernanda Oliveira,213.560.721-42,45,conservador
235,2026-03-26 00:46:04.156420,SP,São Paulo,Thales,Tenis Zallur Classic A5,A4-VER,Vermelho,2,440,178,Cartão de Crédito,Ana Oliveira,857.771.807-23,32,equilibrado
336,2026-03-26 00:46:04.159418,BA,Salvador,Camila,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Boleto,João Silva,473.356.741-15,23,impulsivo
407,2026-03-26 00:46:04.160422,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Boleto,João Silva,626.806.728-26,32,equilibrado
681,2026-03-26 00:46:04.164424,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Pro A10,A9-BRA,Branco,1,280,100,Boleto,João Souza,735.823.234-24,44,conservador
1237,2026-03-26 00:46:04.170425,BA,Salvador,Camila,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Pix,Mariana Oliveira,190.129.914-65,61,conservador
1455,2026-03-26 00:46:04.172408,RS,Porto Alegre,Lucas,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,Lucas Pereira,659.986.754-77,49,conservador
1448,2026-03-26 00:46:04.172408,PR,Curitiba,Juliana,Tenis Zallur Lifestyle A8,A7-BRA,Branco,2,380,120,Cartão de Crédito,Carlos Oliveira,835.445.858-81,29,equilibrado
2582,2026-03-26 00:46:04.188423,BA,Salvador,Rafael,Tenis Zallur Flex A9,A8-VER,Vermelho,1,210,71,Pix,Fernanda Silva,199.545.724-47,46,conservador
2,2026-03-26 01:46:04.153423,PE,Recife,Diego,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Boleto,Julia Santos,591.212.342-68,43,conservador
180,2026-03-26 01:46:04.155423,PR,Curitiba,Bruno,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Boleto,Carlos Oliveira,596.491.134-82,59,conservador
2208,2026-03-26 01:46:04.184422,PR,Curitiba,Bruno,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,Mariana Oliveira,190.204.648-13,36,equilibrado
2584,2026-03-26 01:46:04.188423,PR,Curitiba,Juliana,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Cartão de Crédito,Julia Costa,356.214.399-10,19,impulsivo
2688,2026-03-26 01:46:04.190408,PE,Recife,Diego,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Boleto,Pedro Pereira,803.918.678-61,30,equilibrado
2932,2026-03-26 01:46:04.194423,PE,Recife,Larissa,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Fernanda Souza,668.681.787-90,55,conservador
1502,2026-03-26 02:46:04.174413,RS,Porto Alegre,Patrícia,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Pix,João Costa,727.767.194-29,28,equilibrado
1596,2026-03-26 02:46:04.176421,PE,Recife,Larissa,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Cartão de Crédito,Fernanda Souza,434.424.834-63,46,conservador
1884,2026-03-26 02:46:04.180413,MG,Belo Horizonte,João,Tenis Zallur Performance A7,A6-CIN,Cinza,3,900,297,Boleto,Pedro Santos,229.504.600-24,21,impulsivo
1496,2026-03-26 03:46:04.173425,PR,Curitiba,Juliana,Tenis Zallur Ultra A13,A12-AZU,Azul,1,400,176,Cartão de Crédito,Ana Silva,388.578.182-73,44,conservador
1659,2026-03-26 03:46:04.177426,SP,São Paulo,Amanda,Tenis Zallur Classic A5,A4-PRE,Preto,2,440,142,Cartão de Crédito,Fernanda Santos,486.942.730-24,30,equilibrado
2041,2026-03-26 03:46:04.182411,MG,Belo Horizonte,João,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Boleto,Ana Santos,973.379.727-17,30,equilibrado
2277,2026-03-26 03:46:04.185422,SP,São Paulo,Amanda,Tenis Zallur Air A14,A13-AZU,Azul,1,270,135,Cartão de Crédito,Lucas Santos,937.384.204-24,57,conservador
2386,2026-03-26 03:46:04.186423,BA,Salvador,Camila,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Boleto,João Santos,734.372.858-20,50,conservador
584,2026-03-26 04:46:04.162422,PR,Curitiba,Bruno,Tenis Zallur Ultra A13,A12-VER,Vermelho,1,400,176,Cartão de Crédito,Pedro Santos,756.590.424-57,61,conservador
718,2026-03-26 04:46:04.165422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Zoom A15,A14-VER,Vermelho,1,230,110,Pix,Julia Costa,253.944.871-80,51,conservador
877,2026-03-26 04:46:04.166420,RS,Porto Alegre,Lucas,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Pix,Lucas Souza,662.562.369-92,51,conservador
1833,2026-03-26 04:46:04.179412,PR,Curitiba,Bruno,Tenis Zallur Lifestyle A8,A7-PRE,Preto,2,380,124,Boleto,João Costa,139.397.598-25,29,equilibrado
2249,2026-03-26 04:46:04.184422,BA,Salvador,Rafael,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Julia Souza,672.193.409-69,40,conservador
2603,2026-03-26 04:46:04.188423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Pix,Ana Souza,500.426.723-40,26,equilibrado
481,2026-03-26 05:46:04.161419,SP,São Paulo,Thales,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Boleto,Pedro Santos,459.524.450-48,31,equilibrado
1289,2026-03-26 05:46:04.170425,SP,São Paulo,Amanda,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Pix,Lucas Oliveira,274.877.815-31,33,equilibrado
2084,2026-03-26 05:46:04.182411,RS,Porto Alegre,Patrícia,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Cartão de Crédito,João Pereira,584.208.498-18,60,conservador
2335,2026-03-26 05:46:04.186423,PR,Curitiba,Juliana,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Boleto,Ana Souza,915.813.873-44,42,conservador
2514,2026-03-26 05:46:04.187423,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-VER,Vermelho,3,450,225,Pix,Julia Oliveira,494.905.760-19,21,impulsivo
2600,2026-03-26 05:46:04.188423,PR,Curitiba,Juliana,Tenis Zallur Classic A5,A4-PRE,Preto,1,220,71,Pix,Ana Santos,869.703.762-23,55,conservador
895,2026-03-26 06:46:04.166420,MG,Belo Horizonte,João,Tenis Zallur Pro A10,A9-CIN,Cinza,1,280,107,Pix,João Oliveira,131.809.698-81,42,conservador
2520,2026-03-26 06:46:04.188423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Pix,Pedro Souza,767.137.489-35,65,conservador
2689,2026-03-26 06:46:04.190408,MG,Belo Horizonte,João,Tenis Zallur Ultra A13,A12-AZU,Azul,2,800,352,Pix,Ana Santos,628.251.919-31,35,equilibrado
2789,2026-03-26 06:46:04.192414,BA,Salvador,Camila,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Cartão de Crédito,Ana Silva,293.573.212-75,54,conservador
2954,2026-03-26 06:46:04.194423,MG,Belo Horizonte,Mariana,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Pix,Julia Souza,647.865.561-74,21,impulsivo
71,2026-03-26 07:46:04.154422,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Cartão de Crédito,Ana Pereira,293.157.593-42,61,conservador
2212,2026-03-26 07:46:04.184422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Cartão de Crédito,Julia Santos,984.299.624-23,49,conservador
2759,2026-03-26 07:46:04.191416,SP,São Paulo,Thales,Tenis Zallur Performance A7,A6-CIN,Cinza,1,300,99,Pix,Carlos Santos,647.203.668-78,22,impulsivo
2769,2026-03-26 07:46:04.192414,SP,São Paulo,Amanda,Tenis Zallur Pro A10,A9-PRE,Preto,2,560,214,Boleto,Lucas Costa,719.713.321-56,38,equilibrado
470,2026-03-26 08:46:04.161419,SP,São Paulo,Amanda,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Ana Souza,817.689.279-56,64,conservador
642,2026-03-26 08:46:04.163421,PR,Curitiba,Bruno,Tenis Zallur Classic A5,A4-AZU,Azul,3,660,312,Pix,Ana Costa,659.826.152-16,19,impulsivo
